id,text,heuristic_label,manual_label,confidence,notes
237,"A group of 12 (age- and sex-matched) normotensives with the same inclusion criteria, as well as with negative exercise stress test, was also evaluated.",incidental,,,
88,"Peak systolic (PS)-global longitudinal SR (GLSR) was independently associated with MACEs (hazard ratio: 15.297, P < 0.001) after adjusting for conventional clinical characteristics, echocardiography, and CMR parameters.",associated,,,
54,"Tirzepatide (TZP), a dual GIP/GLP1-receptor agonist has shown promising results in the SUMMIT trial as improved cardiovascular outcomes in patients with heart failure with preserved ejection fraction (HFpEF).",associated,,,
155,"Nonetheless, randomised clinical trials have failed to demonstrate a prognostic benefit from neurohormonal modulation therapies in HFpEF, with the sole exception of patients with left ventricular ejection fraction in the lower range of normality, for whom the American guidelines suggest that such therapies may be considered.",not_associated,,,
207,BACKGROUND: Pulmonary hypertension due to heart failure with preserved ejection fraction (PH-HFpEF) is a highly heterogeneous disease associated with right ventricular (RV) failure and adverse outcomes.,incidental,,,
70,Hypertrophic cardiomyopathy (HCM) is a genetic disease associated with a risk of malignant ventricular tachyarrhythmias and sudden cardiac death (SCD).,associated,,,
40,"The change of CCV(HF) was correlated with exercise-induced increase in systolic blood pressure (rho=-0.64, P<0.001); HCM patients with abnormal blood pressure response were characterized by a higher percentage change in CCV(HF) (50.0+/-18.3%).",associated,,,
196,"TGF beta 1 m-RNA expression was markedly increased in BIO14.6 compared with F1 beta at the age of 4 weeks, and was more intensified at the age of 20 weeks, while no significant difference was demonstrated in the ATN m-RNA expression.",not_associated,,,
28,"During a follow up of 18 +/- 14 months (range 2 to 56), amiodarone was discontinued because of adverse effects in 8 patients (23%).(ABSTRACT TRUNCATED AT 250 WORDS)",associated,,,
262,We sought to assess whether isoproterenol stress echocardiography could detect in advance in which patients hypertrophic cardiomyopathy would progress to a phase resembling dilated cardiomyopathy.,incidental,,,
213,A total of 17 patients were recruited; 16 of whom met primary end points.,incidental,,,
257,"We aimed to characterize gender specific left ventricular hypertrophy using a novel, accurate and less time demanding cardiac magnetic resonance (CMR) quantification method to differentiate physiological hypertrophy and hypertrophic cardiomyopathy based on a large population of highly trained athletes and hypertrophic cardiomyopathy patients.",incidental,,,
27,"Recently, the implantable cardioverter-defibrillator (ICD) has been promoted for prevention of sudden death in hypertrophic cardiomyopathy (HCM).",associated,,,
170,"However, the mechanism of how MYH7 mutations leads to these features remains unclear, which inhibits the development of effective therapies.",not_associated,,,
298,"We aimed to study the clinical correlates and prognostic significance of plasma GDF15 in heart failure with preserved ejection fraction (HFpEF) vs. reduced ejection fraction(HFrEF), compared with N-terminal pro-brain natriuretic peptide (NT-proBNP), an indicator of haemodynamic wall stress.",incidental,,,
142,"However, we found no significant difference between patients and control subjects regarding TIMI frame counts for the left circumflex (LCx) coronary artery and the right coronary artery (RCA) (LCx: 28+/-6 vs.",not_associated,,,
171,"LAS at 25 Hz had a trend toward lower values in HCM patients, while LAS at 40 Hz and RMS40 showed no difference between controls and hypertrophic patients.",not_associated,,,
222,"A total of 124 patients with HCM and AF on an oral anticoagulant therapy were recruited between January 2015 and December 2019; these patients were followed up until March 31, 2020.",incidental,,,
279,This study aimed to identify key biomarkers and explore the molecular mechanisms underlying the functions of the PRGs in HCM.,incidental,,,
168,"The ECM proteoglycan lumican is increased during heart failure and cardiac fibrosis, including HCM, yet its role in HCM remains unknown.",not_associated,,,
157,"In contrast, there was no difference concerning neither appropriate nor inappropriate shock delivery between the two groups.",not_associated,,,
78,Broadening HFpEF rehabilitation research and care standards also constitutes a critical practice gap requiring alignment with projected epidemiologic shifts.,associated,,,
181,"Clopidogrel therapy did not show a significant effect on prothrombin time, activated partial thromboplastin time, antithrombin, D-dimers and fibrinogen concentrations.",not_associated,,,
140,"Although the pathogenesis of LVA remains unknown, but it has been suggested that apical aneurysm may be secondary to the increased after-load and high apical pressure arising from significant pressure gradient of the midventricular obstruction.",not_associated,,,
113,"No correlation was found between total 12-lead QRS voltage and heart weight, LV free wall thickness, LV peak systolic and end-diastolic pressures, or LV outflow tract peak systolic pressure gradient.",not_associated,,,
41,"However, VT was easier to induce with amiodarone or was induced only with amiodarone in 18 (51%) patients.",associated,,,
73,"The exercise capacity of HFpEF-Sed mice was significantly reduced, but prolonged voluntary running significantly reversed the expression of myocardial brain natriuretic peptide (BNP), TNF-α, and IL-6, α-myosin heavy chain (α-MHC), and β-MHC in HFpEF-Sed mice, along with myocardial fiber disorders accompanied by massive inflammatory cell infiltrates.",associated,,,
95,Cohort studies of adults (≥18 years) without prior HF reporting HRs for incident HFpEF-associated comorbidities.,associated,,,
63,CONCLUSION: Changes in GLS values could be useful for the long-term risk stratification of patients hospitalized for HFpEF and persistently preserved LVEF.,associated,,,
18,"Six bibliographic databases (Medline, Embase, Web of Science, Cumulative Index of Nursing and Allied Health Literature, Cochrane CENTRAL and China National Knowledge Infrastructure database) were searched to April 2024 for randomized controlled trials (RCTs), involving adults with HFpEF undertaking ExCR compared with no exercise control.",associated,,,
90,"To overcome this knowledge gap and develop targeted HFpEF therapies, animal models remain at the forefront of cutting-edge research studies.",associated,,,
230,"This study sought to determine whether biomarkers ST2, growth differentiation factor (GDF)-15, N-terminal pro-B-type natriuretic peptide (NT-proBNP), and high-sensitivity troponin I are elevated in patients infected with human immunodeficiency virus (HIV) and are associated with cardiovascular dysfunction and all-cause mortality.",incidental,,,
232,"The objective of this observational cohort study was to compare MPO levels between HFpEF and old controls, to define clinical characteristics associated with high levels of MPO and to assess the relation between MPO levels and vascular function.",incidental,,,
130,"There was no correlation between sinus bradycardia, sinus tachycardia, first degree AV block, atrial fibrillation, left bundle branch block, right bundle branch block, premature atrial complexes, premature ventricular complexes, supraventricular tachycardia, PR interval, QRS interval and SCD.",not_associated,,,
55,"Three-year event rate was markedly higher in patients with abnormal than in those with normal CFR (79% vs 17%, p <0.0001).",associated,,,
138,"More recently, an ankle-brachial index (ABI) measurement system equipped with simple phonocardiography has become widely used for diagnosing peripheral artery disease, however, whether this simple phonocardiography can be an alternative to conventional phonocardiography remains unclear.This retrospective study consisted of 48 patients with hypertrophic cardiomyopathy (HCM) and 107 controls.",not_associated,,,
223,The aim of the present study was to determine whether the risk of mortality associated with the concentration of soluble ST2 (sST2) differs in patients with acutely decompensated heart failure with preserved ejection fraction (HFpEF) compared to patients with systolic heart failure.,incidental,,,
266,We analyzed 10 probands with HCM associated with the cTnI gene K183del and their family members.,incidental,,,
241,One-hundred-fourty-five patients with HCM were enrolled.,incidental,,,
160,The majority of genes previously reported as causative of HCM and commonly included in diagnostic tests have limited or no evidence of disease association.,not_associated,,,
226,We analyzed the carotid artery blood flow waveform (CABFW) of an infant of a non-insulin dependent diabetic mother with hypertrophic cardiomyopathy (IDM cardiomyopathy) through multivariate autoregressive analysis and compared the developmental change of his CABFW with that of normal newborns.,incidental,,,
3,"Because of the patient's critical condition, everolimus therapy was started at age 24 weeks and continued until heart transplantation at age 36 weeks.",associated,,,
19,"The data in the current paper constitutes supplementary material to our article entitled ""Plasma tumour and metabolism related biomarkers AMBP, LPL and Glyoxalase I differentiate heart failure with preserved ejection fraction with pulmonary hypertension from pulmonary arterial hypertension"" Ahmed et al. (2021).",associated,,,
193,There was no difference in MCE between cats with HCM and healthy cats.,not_associated,,,
234,"Within the test set, we compared the area under the receiver operating characteristic curves (AUROCs) for the ML models against the AUROCs generated by the Toronto HCM Genotype Score (the Toronto score) and Mayo HCM Genotype Predictor (the Mayo score) using the Delong test and net reclassification improvement.",incidental,,,
118,No significant differences were observed in low ABI defined as < 0.9.Simple phonocardiography equipped with the ABI measurement system may be an alternative to conventional phonocardiography for the detection of S4 in patients with HCM when the phonocardiographic microphone is moved from the sternum to the apex.,not_associated,,,
77,Left ventricular outflow gradient is associated with increased morbidity and mortality in hypertrophic cardiomyopathy.,associated,,,
166,The significance of these findings remains to be determined by future studies.,not_associated,,,
236,"Between May 2000 and June 2017, we treated 952 consecutive HOCM patients with PTSMA; 133 (14.0%) patients were <40 years of age (Group A; mean age 30.3 ± 7.6; 26.3% female), 422 (44.3%) patients were between ≥40 and <60 years of age (Group B; mean age 50.6 ± 5.8; 27.0% female), and 397 (41.7%) patients were ≥60 years of age (Group C; 69.7 ± 6.1; 60.2% female).",incidental,,,
34,The mutation described here appears to confer a higher risk than that previously associated with hypertrophic cardiomyopathy due to MYBPC3 gene mutation.,associated,,,
102,"Plasma concentration of 17 biomarkers (matrix metalloproteinase [MMP]-1, -2, -3, -7, -8, and -9; tissue inhibitors -1, -2, -3, and -4; N-terminal propeptide of brain natriuretic peptide (NT-proBNP); cardiotrophin; osteopontin; soluble receptor for advanced glycation end products; collagen I teleopeptide; collagen I NT-proBNP; and collagen III N-terminal propetide [PIIINP]), an echocardiogram, and 6-minute hall walk were performed on 241 referent control subjects, 144 patients with LVH but no evidence of heart failure, and 61 patients with LVH and diastolic heart failure (DHF).",not_associated,,,
68,"A maximal treadmill exercise test was terminated early owing to marked downsloping of the ST-T segment on all precordial leads, associated with mild chest discomfort.",associated,,,
62,Sodium-glucose cotransporter-2 inhibitors (SGLT2i) and the nonsteroidal mineralocorticoid receptor antagonist (nsMRA) finerenone have each been shown to individually improve heart failure events among patients with heart failure and mildly reduced or preserved ejection fraction (HFmrEF/HFpEF).,associated,,,
239,This study describes the natural history and outcomes of children with thin-filament-associated HCM and compares it to thick-filament-associated disease.Longitudinal data were collected from 40 children under 18 years with a disease-causing variant in a thin-filament protein from a single quaternary referral centre.,incidental,,,
184,"Higher levels of serum alkaline phosphatase (ALP) as a novel risk factor was recently found associated with mortality in different population, whereas, the relationship remains unknown in hypertrophic cardiomyopathy (HCM) population.",not_associated,,,
172,MRA use was not associated with a prognostic benefit in HFpEF (p>0.,not_associated,,,
53,Exercise-induced ischemia was also independently associated with SCD events.,associated,,,
67,"The left ventricular (LV) posterior wall thickness (PWT) is a predictor of sudden cardiac death in pediatric patients with hypertrophic cardiomyopathy (HCM), but the prognostic importance of PWT in adults has not been examined.",associated,,,
263,"We studied 50 patients (mean age 52 years, 72% men) with HCM at low or intermediate risk for sudden cardiac death (SCD), of whom 25 patients received an ICM between November 2014 and February 2019.",incidental,,,
134,"There was a significant increase in collagen type I density with higher NYHA class, whereas no significant association was found for total collagen area fraction.",not_associated,,,
145,The effect of ASA on ventricular arrhythmia risk is not well established.,not_associated,,,
150,"Though several studies reported the role of fibrosis in cardiac diseases, their pathologic mechanisms leading to heart failure remains unclear.",not_associated,,,
169,"Despite its anatomic location, there was no evidence that the aberrant papillary muscle was contributing to the mitral regurgitation or causing left ventricular outflow tract (LVOT) obstruction.",not_associated,,,
108,There was no correlation between elevation angle of spatial R max and left ventricle systolic pressure or transvalvar aortic gradient.,not_associated,,,
21,"Myocardial lumican concentration correlated with the left atrial area (ρ=0.34, P=0.015), late gadolinium enhancement on cardiac magnetic resonance imaging ( P=0.03) and the presence of a pathogenic sarcomere mutation ( P=0.04).",associated,,,
159,There were no differences in the whole cohort between genotype-positive and genotype-negative patients.,not_associated,,,
11,Myocardial fibrosis plays a key role in the pathogenesis of cardiovascular diseases.,associated,,,
153,Kaplan-Meier analysis based on the crude cohort or PSM cohort revealed no significant difference regarding the HCM-related death between the two groups.,not_associated,,,
149,"Notably, there was no difference in preoperative resting left ventricular outflow tract pressure gradient between patients with SDB and those with normal overnight oximetry (55 (interquartile range: 25 to 86) mm Hg versus 52 (interquartile range: 21 to 85) mm Hg; P=.29).",not_associated,,,
64,"In particular, combination therapies based on the use of an angiotensin-converting enzyme (ACE) inhibitor plus a beta-blocker (BB) have demonstrated to be effective in lowering BP and heart rate, promoting reverse cardiac and vascular remodelling, and reducing CV morbidity and mortality in patients with hypertension and chronic CAD, cardiac arrhythmias, or HFpEF.",associated,,,
146,"We found no difference in the immunosuppressive regimen, history of rejection, and reason for transplant.",not_associated,,,
228,"Multivariable-adjusted Cox proportional hazards models were used to calculate HRs and 95% CIs for the association between PPC levels and incident HF, HFpEF, or HFrEF.",incidental,,,
242,METHODS AND RESULTS: The CONUT score and GNRI were serially analyzed in this post hoc analysis of the PARAGON-HF (Prospective Comparison of Angiotensin Receptor-Neprilysin Inhibitor With Angiotensin-Receptor Blockers Global Outcomes in Heart Failure With Preserved Ejection Fraction) trial.,incidental,,,
284,We aimed to investigate effects of sac/val compared with valsartan in a pressure overload model of heart failure with preserved ejection fraction (HFpEF).,incidental,,,
104,"No difference during the median follow-up of 1.3 years between the 2 groups was noted in terms of mortality (adjusted incidence rate ratio 0.687, 95% confidence interval 0.361 to 1.309, p = 0.25).",not_associated,,,
121,There were no differences in symptom relief and left ventricular (LV) gradient reduction.,not_associated,,,
35,"The exercise-induced dyspnoea observed in these 3 cases was unexplained by right and left cardiac catheterization results (normal pressures, normal or increased cardiac index).",associated,,,
36,"On the logistic regression model, ASMI (OR 0.9, 95%CI 0.85-0.95, p = 0.0004), Alb-dNLR (OR 1.04, 95%CI 1.04-16.4, p = 0.04) and HFpEF and T2DM were significantly associated with the lowest PhA. CONCLUSIONS: Identifying high-risk individuals living with obesity is a priority.",associated,,,
96,"However, MKK3bE-expressing hearts had increased end-systolic chamber volumes and a thinned ventricular wall, associated with heterogeneous myocyte atrophy, whereas MKK6bE hearts had reduced end-diastolic ventricular cavity size, a modest increase in myocyte size, and no significant myocyte atrophy.",associated,,,
42,"In contrast, few studies have focused on RT in patients with HF with preserved ejection fraction (HFpEF) or VHD.",associated,,,
261,"This study evaluated the prevalence, clinical characteristics and outcomes of apical aneurysm in Chinese patients with hypertrophic cardiomyopathy.",incidental,,,
267,"In the late stages, HFpEF carries a prognosis that is as bad as or worse than that of HFrEF.",incidental,,,
81,The aim of this study was to identify the genetic causes of patients with hypertrophic cardiomyopathy (HCM) within a family.,associated,,,
258,OBJECTIVE: To determine the therapeutic potential of upregulating compliant titin isoforms in an HFpEF-like state in the mouse.,incidental,,,
245,"BACKGROUND: Despite the increasing prevalence of heart failure with preserved ejection fraction (HFpEF) in humans, there remains no evidence-based therapies for HFpEF.",incidental,,,
295,We aimed to investigate the pathophysiological correlates and prognostic implications of fQRS in patients with heart failure with preserved ejection fraction (HFpEF).,incidental,,,
270,"In this retrospective study, 100 CA (58.5 ± 10.7 years; 41 (41%) females) and 217 HCM (50.7 ± 14.8 years, 101 (46.5%) females) patients who underwent CMR scans were included.",incidental,,,
161,There was no significant difference between R-wave amplitude at rest (2 ± 0.77 mV) and peak exercise (1.88 ± 0.94 mV; P = .36).,not_associated,,,
32,Hypertrophic obstructive cardiomyopathy was found to cause an illusion of aortic stenosis on imaging.,associated,,,
30,"Furthermore, we noted the activation of several signaling proteins that impact cardiac fibrosis and remodeling, including transforming growth factor-β/SMAD family members 2/3, type I/III/V collagens, phosphatidylinositol 3-kinase, extracellular signal-regulated kinase, matrix metalloproteinases 2 and 9, tissue inhibitor of metalloproteinases 1 and 2, interleukins 6 and 1β, and inhibitor of κBα/nuclear factor-κB. Our findings demonstrate that this chronic pressure overload-induced porcine HFpEF model is a powerful tool to elucidate the mechanisms of this disease and translate preclinical findings.",associated,,,
112,"CONCLUSIONS: After adjustment for confounding factors, a single measurement of plasma calcidiol, calcitriol, or PTH was not associated with risk of developing HF.",not_associated,,,
152,"In patients with HCM, there was no significant correlation between the presence of LVH by voltage criteria in ECG and echocardiographic findings.",not_associated,,,
98,"Knockout mice lacking the cardiac-type Jph2 die of embryonic cardiac arrest, and the mutant cardiac myocytes exhibit impaired formation of peripheral couplings and arrhythmic Ca2+ signaling caused by functional uncoupling between dihydropyridine and ryanodine receptor channels.",associated,,,
80,Included were all RCTs that compared the effect of exercise training on CO in patients with HFpEF and were published before 11 April 2024.,associated,,,
250,We evaluated associations between eGFR categories and echocardiographic findings specific to cardiac structure and diastolic function.,incidental,,,
217,"We evaluated retrospectively LGE CMR of 76 consecutive HCM patients, of which 43 presented with one or more risk factors for sudden cardiac death (SCD) and were therefore clinically classified as high-risk patients.",incidental,,,
147,"During follow-up, no difference was identified in outcome measures consisting of all-cause death, cardiac transplantation, and implantable cardioverter-defibrillator intervention.",not_associated,,,
233,"Between August 2015 and June 2017, we evaluated 15 patients, 9 males, and 6 females, (mean age 65.5 years).",incidental,,,
136,No difference in Ca(2+) sensitivity was observed if TnI was exchanged into HOCM heart troponin or if TnT was exchanged into the highly phosphorylated donor heart troponin.,not_associated,,,
200,"However, no significant correlation was noted between mortality and age, type of HCM (familial/nonfamilial and obstructive/nonobstructive), ACE gene polymorphism, and plasma ACE level.",not_associated,,,
2,"CONCLUSIONS: Higher T1 values but not T2 values , were associated with the HFpEF group compared to the age and sex-matched control group.",associated,,,
195,"In contrast, attempts to rescue V2 morphants only restored the ventricular myocardial wall hypertrophy phenotype but had no significant effect on impaired heart rate, suggesting a potential V2 impact on the cardiac structure.",not_associated,,,
85,Hypertrophic cardiomyopathy (HCM) is primarily caused by mutations in β-cardiac myosin and myosin-binding protein-C (MyBP-C).,associated,,,
31,The benefit from training was associated with a lower exercise capacity at baseline and was most pronounced in those capable of less than 6.8 METs (p=0.008).,associated,,,
206,"The aim of this retrospective study was to compare survival and prognostic factors in cats affected by HCM, RCM or secondary CM referred to our institution over a 10 year period.",incidental,,,
110,Postnatal echocardiographic examination in 27 babies did not show false positivity.,not_associated,,,
247,BACKGROUND: The study aims to evaluate the efficacy of a web-based dynamic nomogram predicting the risk of heart failure (HF)-related rehospitalization within 1 year in patients with HF with preserved ejection fraction (HFpEF).,incidental,,,
249,"this was an observational, longitudinal study, including 21 patients with SOHC with functional class of the New York Heart Association (CF-NYHA) refractory to treatment and/or = 30 mm Hg gradient at rest or = 60 mm Hg provoked, or have systolic anterior motion or mitral incompetence (MI) > grade II by echocardiography.",incidental,,,
209,We examined a patient and her older brother who both presented with complicated severe hypertrophic cardiomyopathy (HCM) and whose parents are healthy married cousins.,incidental,,,
86,MRI diagnosed hemopericardium correctly as the cause of constrictive symptoms in two patients.,associated,,,
122,There was no significant difference of b-ERK expression between SHR and age-matched WKY rats.,not_associated,,,
48,"In HFpEF, despite a larger brown AT mass (5.96 versus 4.50 mg/g), brown AT showed reduced activity with decreased uncoupling protein 1 (ucp-1), cell death-inducing DFFA-like effector a (cidea), and epithelial V-like antigen (eva) expression and decreased expression of lipolytic enzymes (hormone-sensitive lipase, lipoprotein lipase, and fatty acid binding protein 4) versus sham.",associated,,,
8,Increased IBS is associated with presence of ventricular arrhythmias.,associated,,,
277,BACKGROUND: Insulin resistance (IR) plays a pivotal role in the interplay between metabolic disorders and heart failure with preserved ejection fraction (HFpEF).,incidental,,,
26,"Based on these observations, we hypothesized that mutations of JPH2 could cause human genetic cardiac diseases.",associated,,,
51,"Oral trigonelline supplementation alleviates metabolic syndromes, including obesity, insulin resistance, and hepatic injury, leading to improved cardiac function in HFpEF mice.",associated,,,
282,"Between April and December 2019, 30 patients (23 men; median age, 48.5; interquartile range [IQR], 36.5-61.3) with HCM were prospectively enrolled.",incidental,,,
227,"We compared the myocardial lesions caused by the long-term inhibition of nitric oxide (NO) biosynthesis with those associated with renovascular hypertension (two-kidney, one-clip model [2K-1C]) and superimposed streptozotocin-induced diabetes mellitus (DM).",incidental,,,
39,"In 13 women, including eight reference controls and five women with CMD and evidence of subclinical HFpEF (left ventricular end-diastolic pressure >12 mmHg), we measured myocardial triglyceride content (TG) and diastolic function, by proton magnetic resonance spectroscopy and magnetic resonance tissue tagging, respectively.",associated,,,
128,The patient's lymphocytes did not demonstrate a cytotoxic effect either alone or in the presence of the autologous serum.,not_associated,,,
